region,year,T2M,T2M_MAX,T2M_MIN,T2MDEW,T2MWET,RH2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,WS2M,WS2M_MAX,WS2M_MIN,WD2M,PS,QV2M,GWETROOT,GWETTOP,GWETPROF,T2M_RANGE,PRECTOTCORR,total_precip_mm,avg_precip_mm,rainy_days,1 km monthly NDVI,1 km monthly EVI,1 km monthly VI Quality,1 km monthly red reflectance,1 km monthly NIR reflectance,1 km monthly blue reflectance,1 km monthly MIR reflectance
Ashanti,2003,-0.11151957238471193,-0.0045057823141220294,-0.11142169718593692,0.06548682494875811,0.022199016592485982,0.05551627277673917,-0.3469010736564188,0.04736820584356475,-0.07745621248924989,0.2767562787085991,0.2279878598984237,0.10998128414982315,0.08708061255487594,-0.8872326911706945,0.010003808114746215,-0.48696546114217715,-0.33839968399913484,-0.5481442826196716,0.06161598135390162,-0.10557382662421834,0.12003582930681546,0.12905204576717694,0.19091196213656617,0.7202805293007518,0.7095190974903316,-0.09786085389773835,-0.40885623238836977,0.5725236910060293,-0.07839139806490203,-0.5126285753429546
Ashanti,2004,-0.37843205991534123,-0.24509515622443154,-0.26313806787175226,0.1376953830876327,-0.005642970332236675,0.23910698488448956,-0.5355902603294768,-0.12293688812356078,-0.16605996216901642,0.060819496316531836,0.10785994231964448,-0.17294326575825072,0.10154627388419496,-0.8751832764178739,0.10014474964040702,-0.25206371762585394,-0.0583731272046397,-0.2691230461763056,-0.05534652291900136,-0.06331587526743794,0.09629698577486344,0.09730053560529535,0.15424351662707006,0.5807076030851626,0.633391635276606,0.3977809228974265,-0.3129364498011931,0.5826836825920229,-0.045994168700960146,-0.4966048464798019
Ashanti,2005,-0.35907219217936354,-0.1926143507290374,-0.2768420324564723,0.13818969049880364,0.001893400645949626,0.2219638512859374,-0.5601363467346174,-0.10483498307508128,-0.17201479798127295,0.37092340936479506,0.33237015552345117,0.176414623378364,0.15932843805330396,-0.9101794217648975,0.11586517997254094,-0.2701323656731251,-0.08637942494010448,-0.2866637789362052,-0.0023321670271109853,-0.05805681942474819,0.026483905673932235,0.031872097181161095,0.00756973458908571,0.4410440508812466,0.4459921512696108,0.3828099525913026,-0.1364798396417437,0.45117769157270055,0.18390549452726437,-0.4341034434317235
Ashanti,2006,-0.4387920015944813,-0.3107082082832294,-0.2658933321592893,0.18725636464174,0.02005099819793656,0.31474924679951505,-0.39649943584195446,-0.04749021992532587,-0.09016225764763967,0.2603346121896255,0.14018009094448627,0.1459521144680663,0.24373803609312153,-0.9154472713388419,0.16457852098060993,-0.17741268150247236,0.027169740747988187,-0.20092931302584735,-0.10993937829091294,-0.022170951602232147,0.06580562233881039,0.06756678379970195,0.31314011383488644,0.6156458864604891,0.6801067561457742,0.23598272050808722,-0.3017120152490625,0.6726131974186655,0.01647237312276548,-0.4765033248080288
Ashanti,2007,-0.4270440237611954,-0.2759630768960062,-0.33755515071445186,0.006479556598669954,-0.14959856612471703,0.13538993864951313,-0.43679700281321127,-0.13715275673162522,-0.12970617406572138,0.22649881706299244,0.24026770856282906,0.05098469475810783,0.04507755207646017,-0.9221577628580553,-0.028944563324834124,-0.2615551327494064,-0.1402095693573822,-0.2930782088113589,-0.03806099362475764,-0.09796813739845889,0.5197436952888982,0.5268258253771493,0.19091196213656617,0.49292604331681034,0.6286130737679012,0.29761992174279134,-0.1985352917133587,0.6936803895560493,0.06235555336369273,-0.3962432178714599
Ashanti,2008,-0.4049104122980745,-0.11018638601607855,-0.4686860506174946,-0.051498280670426826,-0.19726379689647966,0.043289845053162225,-0.32965701835924704,-0.08109221770212922,-0.09773414882838653,0.08893665644249675,0.22922400491285158,-0.23472119549703174,-0.10661371621460487,-0.9647501119507176,-0.12936384747514185,-0.4233325283419936,-0.2283079672256031,-0.4447920773945637,0.18102123963924,-0.13896465737145478,0.3250307453352169,0.3209866417812549,0.17868914696673413,0.4980025972072859,0.5204848028098242,0.19506085967506662,-0.20604018282110417,0.504890188627887,0.10279628469246516,-0.44483858726919573
Ashanti,2009,-0.2682584800280837,-0.18801946700321637,-0.1988348991758102,0.15228322728121477,0.04863090289613458,0.21284447382221025,-0.5946511556934905,-0.043335147982199264,-0.18147454247611616,-0.023341875355102393,0.12683809166421553,-0.42931945031169566,0.2389209428181467,-0.926000008894043,0.12590302999200711,-0.21958397684078204,-0.04197883561854148,-0.24067813015409892,-0.04423598144075593,-0.02003764852671421,0.1381907947892014,0.14572503499778275,0.3009172986650544,0.25829099971787,0.40581331245562113,0.145766128341789,0.4191058885690763,0.8880398032104845,0.9085141651483205,-0.14186604364604574
Ashanti,2010,-0.06969825681243783,-0.05099120797401555,-0.013600510447278133,0.19330283284965402,0.16047212221038576,0.18149773910579922,-0.5091895572069057,-0.03178384722104984,-0.13548804078579207,0.03370678950045377,0.11299001550903731,-0.318214956517919,0.23952312136820023,-0.9494239852764444,0.1733303906956333,-0.2931915439161429,-0.10731685677381438,-0.33222724786352814,-0.03569290742063478,-0.015038299145391862,0.15809017864730598,0.16509513788897232,0.4475910807030388,0.6285831529831766,0.6807759294944352,0.43497569966175637,-0.4592944271597265,0.5350733869920054,-0.23118927269743494,-0.5349503103037826
Ashanti,2011,-0.5778846363768166,-0.4113939592576232,-0.4090725130775347,0.14472175731730663,-0.07171733224940784,0.32476429488706854,-0.518627206002901,-0.054012892731811236,-0.15755687043614092,0.0015814567416145102,0.11032442090700582,-0.25097839858952226,0.07802827361077365,-0.9594271490044949,0.11653693481727302,0.07447956891285204,0.23927286491695854,0.07889174053536967,-0.11206057015076425,0.07781603602421487,0.4071420684325522,0.41337116787611944,0.32536292900471847,0.4885829004072504,0.48318890575086804,0.5527328211792218,-0.2899518496921378,0.37326295191486386,0.01695256745851072,-0.4895238790966929
Ashanti,2012,-0.4923675832475441,-0.30512478603039095,-0.4200745697897859,0.043360759354165036,-0.13789951769333855,0.19074590549580525,-0.7044446044654307,-0.07096974996607786,-0.22985238475088562,0.053499585654396165,0.11364736755336692,-0.30949437490527665,0.1886075159656793,-0.8867397289205976,-0.013080647727818353,-0.0700045277920265,0.08353714296621488,-0.08082040517922955,-0.01455243944898213,0.07712966894774383,-0.08002668407638157,-0.07851743828500929,0.0931294407779099,0.35538687760563703,0.42335321931742026,0.38643669945182507,0.008838343280695937,0.5451404564239674,0.34439619713339326,-0.3103632524803133
Ashanti,2013,-0.042473783518337214,0.2216836835201912,-0.27633697860523126,-0.011813896683694952,-0.026870562573184948,-0.08754321699310758,-0.47495159831423517,0.02527575490403929,-0.13289410469973853,0.32914817331787516,0.3453863079587695,0.07049575641413793,0.1378487396455619,-0.8932373666679098,-0.10367553378814849,-0.6756040642592082,-0.5227063769541336,-0.7106577165892075,0.35230815662373227,-0.3449397069280882,-0.23784494013682575,-0.23065848308414702,0.1542435166270701,0.282282501809281,0.3895627211983191,0.6410261239346874,0.19306387101422154,0.6815728898592437,0.6252067495422904,-0.21402968448947593
Ashanti,2014,-0.07602276845715684,-0.056789810742314394,-0.0661219328993079,0.10734013872698485,0.07545969014234873,0.09690244342670352,-0.5248727640763556,0.028001015747873576,-0.14687122057965105,0.16987309964651934,0.22171894666821323,-0.16357483660991398,0.30730118319754385,-0.8736387682982626,0.06614644162318777,-0.3961093507030296,-0.29044451911638886,-0.4432802145265529,-0.009796839957877076,-0.06961375695559725,-0.032281053693508165,-0.026620276554144378,0.056460995268413826,0.37812340453861176,0.4416197163275138,0.8483484980085216,-0.07580097813764301,0.5172812943852279,0.270250235836981,-0.35170428798376524
Ashanti,2015,-0.20217448285509293,0.06136118096606064,-0.35880457851074665,-0.02703094299212294,-0.09969051361236012,-0.015569843735265295,-0.6711241465768969,-0.18592682430451699,-0.22842851772900039,0.15162145907032304,0.20836632142573552,-0.22051482369554867,0.04959068148705043,-0.7949861190335668,-0.07736658392989515,-0.5490693689731467,-0.3764374204553215,-0.5778881578617946,0.2634182786959592,-0.24320560310698774,-0.2297203822609844,-0.2211331231125784,-0.06798948646078504,0.25217909787623316,0.3590944956837039,0.4253365292857394,0.22629989489800736,0.6465452948162513,0.7005870850769377,-0.22346576526764678
Ashanti,2016,0.14763455575770426,0.2584809639618353,-0.05379538832140005,-0.08006664562886752,-0.023183954082488484,-0.1566502754615205,-0.5351967440710839,-0.12711923341157025,-0.16742259301056905,0.12105224275085565,0.2102662500874689,-0.2486288433847681,0.10458670052809606,-0.8492777118291194,-0.0897247119357358,-0.5323720270981877,-0.4989662160633166,-0.5749904967915401,0.2530581054902639,-0.1497239250566754,-0.08019196132773221,-0.07891606949937231,0.019792549758917716,0.22701312643831098,0.36141810860138435,0.23924170238440837,0.11405187876771795,0.5733459496948579,0.3988365479210792,-0.15159023151468465
